"","name","iso","c","y","Region","var","latest","Circumstances","exante","expost"
"25","Australia","AUS","AUS","2007","Asia + Oceania","Income",0,"Sex","11.3242700260771","10.8875444638279"
"26","Australia","AUS","AUS","2009","Asia + Oceania","Income",0,"Ethnicity","0","4.14900668456028"
"27","Australia","AUS","AUS","2009","Asia + Oceania","Income",0,"Father_Edu","30.69717924425","26.9070528257372"
"28","Australia","AUS","AUS","2009","Asia + Oceania","Income",0,"Father_Occ","27.5284523698441","19.6932370379271"
"29","Australia","AUS","AUS","2009","Asia + Oceania","Income",0,"Mother_Edu","9.71919063187299","19.120245559873"
"30","Australia","AUS","AUS","2009","Asia + Oceania","Income",0,"Mother_Occ","22.648274081989","16.0789830994316"
"31","Australia","AUS","AUS","2009","Asia + Oceania","Income",0,"Sex","10.5156086163494","14.0514747924707"
"32","Australia","AUS","AUS","2011","Asia + Oceania","Income",0,"Ethnicity","0","1.69433715782513"
"33","Australia","AUS","AUS","2011","Asia + Oceania","Income",0,"Father_Edu","24.3470771352717","24.7352465158336"
"34","Australia","AUS","AUS","2011","Asia + Oceania","Income",0,"Father_Occ","25.2266333443553","21.397013655703"
"35","Australia","AUS","AUS","2011","Asia + Oceania","Income",0,"Mother_Edu","16.3525394491368","22.3061494133555"
"36","Australia","AUS","AUS","2011","Asia + Oceania","Income",0,"Mother_Occ","25.9020068620445","23.1158484475149"
"37","Australia","AUS","AUS","2011","Asia + Oceania","Income",0,"Sex","9.08049436332058","6.75140480976781"
"38","Australia","AUS","AUS","2013","Asia + Oceania","Income",0,"Ethnicity","0.291039199506063","7.96661545757817"
"39","Australia","AUS","AUS","2013","Asia + Oceania","Income",0,"Father_Edu","24.3492748720048","21.8543661207346"
"40","Australia","AUS","AUS","2013","Asia + Oceania","Income",0,"Father_Occ","25.4642112101945","18.3567103981619"
"41","Australia","AUS","AUS","2013","Asia + Oceania","Income",0,"Mother_Edu","16.0743567370034","22.7361280676017"
"42","Australia","AUS","AUS","2013","Asia + Oceania","Income",0,"Mother_Occ","23.8614902240468","20.531723200434"
"43","Australia","AUS","AUS","2013","Asia + Oceania","Income",0,"Sex","9.9596277572445","8.55445675548955"
"44","Australia","AUS","AUS","2015","Asia + Oceania","Income",0,"Ethnicity","0","5.43205483323555"
"45","Australia","AUS","AUS","2015","Asia + Oceania","Income",0,"Father_Edu","24.6953913484611","22.8088218735804"
"46","Australia","AUS","AUS","2015","Asia + Oceania","Income",0,"Father_Occ","25.7773874481561","23.4329669754377"
"47","Australia","AUS","AUS","2015","Asia + Oceania","Income",0,"Mother_Edu","14.2674579238648","13.631051853088"
"48","Australia","AUS","AUS","2015","Asia + Oceania","Income",0,"Mother_Occ","26.0439661973564","23.9436311496845"
"49","Australia","AUS","AUS","2015","Asia + Oceania","Income",0,"Sex","9.5004026440493","10.7514733149738"
"50","Australia","AUS","AUS","2017","Asia + Oceania","Income",0,"Ethnicity","0","7.64231004830005"
"51","Australia","AUS","AUS","2017","Asia + Oceania","Income",0,"Father_Edu","22.9882637978491","20.4706555551261"
"52","Australia","AUS","AUS","2017","Asia + Oceania","Income",0,"Father_Occ","28.8143438142356","25.1244717484542"
"53","Australia","AUS","AUS","2017","Asia + Oceania","Income",0,"Mother_Edu","14.5945041866116","15.601010205006"
"54","Australia","AUS","AUS","2017","Asia + Oceania","Income",0,"Mother_Occ","24.459799472091","22.1433315202643"
"55","Australia","AUS","AUS","2017","Asia + Oceania","Income",0,"Sex","9.36905097603809","9.01822092284918"
"56","Australia","AUS","AUS","2019","Asia + Oceania","Income",1,"Ethnicity","0","7.08674515455633"
"57","Australia","AUS","AUS","2019","Asia + Oceania","Income",1,"Father_Edu","21.724956738478","21.8742806766558"
"58","Australia","AUS","AUS","2019","Asia + Oceania","Income",1,"Father_Occ","29.7961081098927","24.8500601109353"
"59","Australia","AUS","AUS","2019","Asia + Oceania","Income",1,"Mother_Edu","15.6854136745939","16.705821659223"
"60","Australia","AUS","AUS","2019","Asia + Oceania","Income",1,"Mother_Occ","19.0576070558015","20.7909925492646"
"61","Australia","AUS","AUS","2019","Asia + Oceania","Income",1,"Sex","13.9163941959277","8.69209984936505"
"62","Austria","AUT","AT","2005","Europe","Income",0,"Birth_Area","13.8721204189295","12.9961147324646"
"63","Austria","AUT","AT","2005","Europe","Income",0,"Father_Edu","15.2396643273966","15.7490286831161"
"64","Austria","AUT","AT","2005","Europe","Income",0,"Father_Occ","21.6017164233089","20.1536910041586"
"65","Austria","AUT","AT","2005","Europe","Income",0,"Mother_Edu","14.8383199194769","15.6572648847611"
"66","Austria","AUT","AT","2005","Europe","Income",0,"Mother_Occ","29.1380725275788","29.9877113945416"
"67","Austria","AUT","AT","2005","Europe","Income",0,"Sex","5.31010638330922","5.45618930095791"
"68","Austria","AUT","AT","2011","Europe","Income",0,"Birth_Area","26.1911575245964","30.2388458345063"
"69","Austria","AUT","AT","2011","Europe","Income",0,"Father_Edu","14.2932498509366","14.899366471613"
"70","Austria","AUT","AT","2011","Europe","Income",0,"Father_Occ","23.2937395937052","20.6302234147968"
"71","Austria","AUT","AT","2011","Europe","Income",0,"Mother_Edu","19.5332610025484","17.541737637033"
"72","Austria","AUT","AT","2011","Europe","Income",0,"Mother_Occ","13.7538369382707","12.4114195950811"
"73","Austria","AUT","AT","2011","Europe","Income",0,"Sex","2.93475508994273","4.27840704696987"
"74","Austria","AUT","AT","2019","Europe","Income",1,"Birth_Area","24.0107286023879","28.5688468778127"
"75","Austria","AUT","AT","2019","Europe","Income",1,"Father_Edu","13.8347313445897","12.4061410114666"
"76","Austria","AUT","AT","2019","Europe","Income",1,"Father_Occ","20.3386976345273","14.7865770536958"
"77","Austria","AUT","AT","2019","Europe","Income",1,"Mother_Edu","19.1463038147054","17.8493036812773"
"78","Austria","AUT","AT","2019","Europe","Income",1,"Mother_Occ","19.6612011459921","17.0305549788546"
"79","Austria","AUT","AT","2019","Europe","Income",1,"Sex","3.00833745779759","9.35857639689293"
"80","Belgium","BEL","BE","2005","Europe","Income",0,"Birth_Area","5.53865660232267","7.43462089696561"
"81","Belgium","BEL","BE","2005","Europe","Income",0,"Father_Edu","22.2369304221595","23.25505315299"
"82","Belgium","BEL","BE","2005","Europe","Income",0,"Father_Occ","22.4121746751412","23.3519411895536"
"83","Belgium","BEL","BE","2005","Europe","Income",0,"Mother_Edu","21.3356742639674","19.6840369482181"
"84","Belgium","BEL","BE","2005","Europe","Income",0,"Mother_Occ","22.9754597740113","18.9366149518705"
"85","Belgium","BEL","BE","2005","Europe","Income",0,"Sex","5.501104262398","7.33773286040202"
"86","Belgium","BEL","BE","2011","Europe","Income",0,"Birth_Area","15.0174841680578","18.1957781795956"
"87","Belgium","BEL","BE","2011","Europe","Income",0,"Father_Edu","23.3451743056613","16.6169394629942"
"88","Belgium","BEL","BE","2011","Europe","Income",0,"Father_Occ","29.34220157333","12.5144451600142"
"89","Belgium","BEL","BE","2011","Europe","Income",0,"Mother_Edu","21.1235482951386","16.1569628290237"
"90","Belgium","BEL","BE","2011","Europe","Income",0,"Mother_Occ","8.80238318156482","23.6036115789783"
"91","Belgium","BEL","BE","2011","Europe","Income",0,"Sex","2.36920847624748","12.9122627893941"
"92","Belgium","BEL","BE","2019","Europe","Income",1,"Birth_Area","18.8929794510399","20.7869634847895"
"93","Belgium","BEL","BE","2019","Europe","Income",1,"Father_Edu","19.3353877607552","18.2770643667076"
"94","Belgium","BEL","BE","2019","Europe","Income",1,"Father_Occ","20.3629167381582","17.537151909932"
"95","Belgium","BEL","BE","2019","Europe","Income",1,"Mother_Edu","19.3211165249579","20.1921319018914"
"96","Belgium","BEL","BE","2019","Europe","Income",1,"Mother_Occ","18.1080614821904","19.2345981342995"
"97","Belgium","BEL","BE","2019","Europe","Income",1,"Sex","3.97953804289847","3.97209020237985"
"98","Benin","BEN","BEN","2018","Africa","Consumption",1,"Ethnicity","27.40894286923","24.7123066500367"
"99","Benin","BEN","BEN","2018","Africa","Consumption",1,"Father_Edu","30.6568746697914","29.2894306242049"
"100","Benin","BEN","BEN","2018","Africa","Consumption",1,"Father_Occ","14.2680173863934","15.1958402577013"
"101","Benin","BEN","BEN","2018","Africa","Consumption",1,"Mother_Edu","15.0828695342374","15.3495086884888"
"102","Benin","BEN","BEN","2018","Africa","Consumption",1,"Mother_Occ","8.28860937193241","9.55401358450599"
"103","Benin","BEN","BEN","2018","Africa","Consumption",1,"Sex","4.29468616841524","5.89890019506227"
"104","Burkina Faso","BFA","BFA","2018","Africa","Consumption",1,"Ethnicity","25.6645595134626","24.0661498489234"
"105","Burkina Faso","BFA","BFA","2018","Africa","Consumption",1,"Father_Edu","17.3548907654301","17.1879609808766"
"106","Burkina Faso","BFA","BFA","2018","Africa","Consumption",1,"Father_Occ","17.7372374869653","17.7526964879373"
"107","Burkina Faso","BFA","BFA","2018","Africa","Consumption",1,"Mother_Edu","12.3079140411649","11.0772331865275"
"108","Burkina Faso","BFA","BFA","2018","Africa","Consumption",1,"Mother_Occ","21.8538371888281","21.1411095303014"
"109","Burkina Faso","BFA","BFA","2018","Africa","Consumption",1,"Sex","5.08156100414894","8.77484996543386"
"110","Bulgaria","BGR","BG","2011","Europe","Income",0,"Birth_Area","0","0"
"111","Bulgaria","BGR","BG","2011","Europe","Income",0,"Father_Edu","21.9327777224703","24.5003342256934"
"112","Bulgaria","BGR","BG","2011","Europe","Income",0,"Father_Occ","25.3030887981847","23.1997253078473"
"113","Bulgaria","BGR","BG","2011","Europe","Income",0,"Mother_Edu","24.2799586501999","26.53128507433"
"114","Bulgaria","BGR","BG","2011","Europe","Income",0,"Mother_Occ","27.1788274028233","24.7304419573123"
"115","Bulgaria","BGR","BG","2011","Europe","Income",0,"Sex","1.95164777359249","1.51957511575161"
"116","Bulgaria","BGR","BG","2019","Europe","Income",1,"Birth_Area","0","0"
"117","Bulgaria","BGR","BG","2019","Europe","Income",1,"Father_Edu","22.6918744385602","20.7448540555681"
"118","Bulgaria","BGR","BG","2019","Europe","Income",1,"Father_Occ","26.8147491022211","26.8581602974105"
"119","Bulgaria","BGR","BG","2019","Europe","Income",1,"Mother_Edu","22.5673580896577","23.4874946972269"
"120","Bulgaria","BGR","BG","2019","Europe","Income",1,"Mother_Occ","26.6003042791112","25.5305632331872"
"121","Bulgaria","BGR","BG","2019","Europe","Income",1,"Sex","2.03599567062202","3.98692225088166"
"122","Bolivia","BOL","BOL","2008","LATAM","Income",1,"Ethnicity","15.815716687425","14.6318986285012"
"123","Bolivia","BOL","BOL","2008","LATAM","Income",1,"Father_Edu","15.9959842971316","17.5863211703676"
"124","Bolivia","BOL","BOL","2008","LATAM","Income",1,"Father_Occ","17.0881939324122","18.4399263991572"
"125","Bolivia","BOL","BOL","2008","LATAM","Income",1,"Mother_Edu","16.6534308737083","18.6438432038125"
"126","Bolivia","BOL","BOL","2008","LATAM","Income",1,"Mother_Occ","17.5282589796369","18.3972461377177"
"127","Bolivia","BOL","BOL","2008","LATAM","Income",1,"Sex","1.89799682037793","1.40101758226176"
"128","Brazil","BRA","BRA","2014","LATAM","Income",1,"Birth_Area","12.8106854453795","12.2328162517338"
"129","Brazil","BRA","BRA","2014","LATAM","Income",1,"Ethnicity","9.48219881091892","9.08577507204415"
"130","Brazil","BRA","BRA","2014","LATAM","Income",1,"Father_Edu","22.0920424068563","19.7836548268977"
"131","Brazil","BRA","BRA","2014","LATAM","Income",1,"Father_Occ","19.231316468067","18.5629530927136"
"132","Brazil","BRA","BRA","2014","LATAM","Income",1,"Mother_Edu","21.1417496251242","19.8300105889553"
"133","Brazil","BRA","BRA","2014","LATAM","Income",1,"Mother_Occ","14.0613298317006","17.4967705653883"
"134","Brazil","BRA","BRA","2014","LATAM","Income",1,"Sex","1.18067741195347","3.00801960226699"
"135","Switzerland","CHE","CH","2011","Europe","Income",0,"Birth_Area","10.4170638387262","16.8050341937082"
"136","Switzerland","CHE","CH","2011","Europe","Income",0,"Father_Edu","21.1327401492785","16.8915138981091"
"137","Switzerland","CHE","CH","2011","Europe","Income",0,"Father_Occ","28.6873644494107","23.0661647923343"
"138","Switzerland","CHE","CH","2011","Europe","Income",0,"Mother_Edu","18.203691956137","17.548759651556"
"139","Switzerland","CHE","CH","2011","Europe","Income",0,"Mother_Occ","15.8401530676119","16.4072275534639"
"140","Switzerland","CHE","CH","2011","Europe","Income",0,"Sex","5.71898653883583","9.28129991082858"
"141","Switzerland","CHE","CH","2019","Europe","Income",1,"Birth_Area","17.1574889570063","15.6289849589477"
"142","Switzerland","CHE","CH","2019","Europe","Income",1,"Father_Edu","29.6012776120867","24.6823818871627"
"143","Switzerland","CHE","CH","2019","Europe","Income",1,"Father_Occ","6.37383451925088","11.7038411080106"
"144","Switzerland","CHE","CH","2019","Europe","Income",1,"Mother_Edu","28.0277590930569","19.6142842712018"
"145","Switzerland","CHE","CH","2019","Europe","Income",1,"Mother_Occ","10.0838735962296","16.39596709074"
"146","Switzerland","CHE","CH","2019","Europe","Income",1,"Sex","8.75576622236956","11.9745406839373"
"147","Chile","CHL","CHL","2006","LATAM","Income",0,"Birth_Area","17.385154702739","17.966049743099"
"148","Chile","CHL","CHL","2006","LATAM","Income",0,"Ethnicity","1.96972952004921","10.5310214930828"
"149","Chile","CHL","CHL","2006","LATAM","Income",0,"Father_Edu","39.03364134983","35.4568824845165"
"150","Chile","CHL","CHL","2006","LATAM","Income",0,"Mother_Edu","36.9356840764462","30.0728965103668"
"151","Chile","CHL","CHL","2006","LATAM","Income",0,"Sex","4.67579035093558","5.97314976893494"
"152","Chile","CHL","CHL","2011","LATAM","Income",0,"Birth_Area","13.5376356842636","20.8383662759088"
"153","Chile","CHL","CHL","2011","LATAM","Income",0,"Ethnicity","1.97163178294563","14.4205278879173"
"154","Chile","CHL","CHL","2011","LATAM","Income",0,"Father_Edu","39.4488531622164","29.5400300362036"
"155","Chile","CHL","CHL","2011","LATAM","Income",0,"Mother_Edu","38.4663042871043","29.0485739434295"
"156","Chile","CHL","CHL","2011","LATAM","Income",0,"Sex","6.57557508347025","6.15250185654079"
"157","Chile","CHL","CHL","2013","LATAM","Income",0,"Birth_Area","14.4386001963596","19.4806609703249"
"158","Chile","CHL","CHL","2013","LATAM","Income",0,"Ethnicity","1.96525917334849","15.0510045407432"
"159","Chile","CHL","CHL","2013","LATAM","Income",0,"Father_Edu","37.8519164428628","30.2340338200681"
"160","Chile","CHL","CHL","2013","LATAM","Income",0,"Mother_Edu","37.439087189146","29.1953557607179"
"161","Chile","CHL","CHL","2013","LATAM","Income",0,"Sex","8.30513699828319","6.0389449081459"
"162","Chile","CHL","CHL","2015","LATAM","Income",1,"Birth_Area","14.5796747461358","22.0853563982044"
"163","Chile","CHL","CHL","2015","LATAM","Income",1,"Ethnicity","2.43867693148289","13.3233547250768"
"164","Chile","CHL","CHL","2015","LATAM","Income",1,"Father_Edu","37.8665066201422","28.9197177032439"
"165","Chile","CHL","CHL","2015","LATAM","Income",1,"Mother_Edu","37.136719866256","27.2841440575934"
"166","Chile","CHL","CHL","2015","LATAM","Income",1,"Sex","7.978421835983","8.38742711588156"
"167","China","CHN","CHI","2010","Asia + Oceania","Income",0,"Birth_Area","39.0663087163897","25.225800327651"
"168","China","CHN","CHI","2010","Asia + Oceania","Income",0,"Ethnicity","4.20811506347774","3.0661339676702"
"169","China","CHN","CHI","2010","Asia + Oceania","Income",0,"Father_Edu","10.8424164361287","16.320134046223"
"170","China","CHN","CHI","2010","Asia + Oceania","Income",0,"Father_Occ","17.4105732287932","12.2504651653358"
"171","China","CHN","CHI","2010","Asia + Oceania","Income",0,"Mother_Edu","9.32770555443673","11.8498843482442"
"172","China","CHN","CHI","2010","Asia + Oceania","Income",0,"Mother_Occ","16.8681876729034","16.9761577031991"
"173","China","CHN","CHI","2010","Asia + Oceania","Income",0,"Sex","2.27669332787048","14.3114244416767"
"174","China","CHN","CHI","2012","Asia + Oceania","Income",0,"Birth_Area","35.9811741133407","11.3281919533449"
"175","China","CHN","CHI","2012","Asia + Oceania","Income",0,"Ethnicity","0","12.1528994120331"
"176","China","CHN","CHI","2012","Asia + Oceania","Income",0,"Father_Edu","10.0755078410791","14.6320200151202"
"177","China","CHN","CHI","2012","Asia + Oceania","Income",0,"Father_Occ","21.0218828838044","20.9597754254189"
"178","China","CHN","CHI","2012","Asia + Oceania","Income",0,"Mother_Edu","11.0660019633526","16.1264898948037"
"179","China","CHN","CHI","2012","Asia + Oceania","Income",0,"Mother_Occ","18.7861961506729","20.8448162039047"
"180","China","CHN","CHI","2012","Asia + Oceania","Income",0,"Sex","3.32882787679342","3.95580709537449"
"181","China","CHN","CHI","2014","Asia + Oceania","Income",0,"Birth_Area","51.7578154480204","33.1630389993528"
"182","China","CHN","CHI","2014","Asia + Oceania","Income",0,"Ethnicity","4.29520230314999","4.49030831522653"
"183","China","CHN","CHI","2014","Asia + Oceania","Income",0,"Father_Edu","4.90601352904917","16.2903555075815"
"184","China","CHN","CHI","2014","Asia + Oceania","Income",0,"Father_Occ","15.2984073443479","15.7548102754961"
"185","China","CHN","CHI","2014","Asia + Oceania","Income",0,"Mother_Edu","4.52748262849193","11.6389345592438"
"186","China","CHN","CHI","2014","Asia + Oceania","Income",0,"Mother_Occ","16.3049554208297","11.9277679428404"
"187","China","CHN","CHI","2014","Asia + Oceania","Income",0,"Sex","2.91012332611099","6.73478440025885"
"188","China","CHN","CHI","2016","Asia + Oceania","Income",0,"Birth_Area","60.2065238276554","13.5627567653714"
"189","China","CHN","CHI","2016","Asia + Oceania","Income",0,"Ethnicity","6.19595890687805","9.00969440871375"
"190","China","CHN","CHI","2016","Asia + Oceania","Income",0,"Father_Edu","3.10506180458682","12.22823848842"
"191","China","CHN","CHI","2016","Asia + Oceania","Income",0,"Father_Occ","15.1099535129919","18.5606585476796"
"192","China","CHN","CHI","2016","Asia + Oceania","Income",0,"Mother_Edu","1.54053364169868","18.8955964681693"
"193","China","CHN","CHI","2016","Asia + Oceania","Income",0,"Mother_Occ","9.33264707735135","23.4695924448576"
"194","China","CHN","CHI","2016","Asia + Oceania","Income",0,"Sex","4.50932122883764","4.27346287678826"
"195","China","CHN","CHI","2018","Asia + Oceania","Income",1,"Birth_Area","48.5665985319968","15.4117573951461"
"196","China","CHN","CHI","2018","Asia + Oceania","Income",1,"Ethnicity","12.4811591764446","8.64906879931532"
"197","China","CHN","CHI","2018","Asia + Oceania","Income",1,"Father_Edu","4.3285718156333","10.4607041802284"
"198","China","CHN","CHI","2018","Asia + Oceania","Income",1,"Father_Occ","16.3196140035365","16.3175750856026"
"199","China","CHN","CHI","2018","Asia + Oceania","Income",1,"Mother_Edu","2.82225907797935","17.262776153905"
"200","China","CHN","CHI","2018","Asia + Oceania","Income",1,"Mother_Occ","12.6397184119872","29.5335114513316"
"201","China","CHN","CHI","2018","Asia + Oceania","Income",1,"Sex","2.84207898242217","2.36460693447099"
"202","Ivory Coast","CIV","CIV","2018","Africa","Consumption",1,"Ethnicity","22.3560321744228","17.9735021431156"
"203","Ivory Coast","CIV","CIV","2018","Africa","Consumption",1,"Father_Edu","24.1370509420681","25.7434913346104"
"204","Ivory Coast","CIV","CIV","2018","Africa","Consumption",1,"Father_Occ","22.6033958921513","25.8287197352484"
"205","Ivory Coast","CIV","CIV","2018","Africa","Consumption",1,"Mother_Edu","13.5375156374008","15.7859731934077"
"206","Ivory Coast","CIV","CIV","2018","Africa","Consumption",1,"Mother_Occ","14.4527613929964","11.4535294943109"
"207","Ivory Coast","CIV","CIV","2018","Africa","Consumption",1,"Sex","2.91324396096071","3.21478409930715"
"208","Colombia","COL","COL","2010","LATAM","Income",1,"Ethnicity","3.38758264479656","10.1640769639973"
"209","Colombia","COL","COL","2010","LATAM","Income",1,"Father_Edu","29.4474960548686","32.0160763205348"
"210","Colombia","COL","COL","2010","LATAM","Income",1,"Mother_Edu","37.2841287271098","37.3402932538253"
"211","Colombia","COL","COL","2010","LATAM","Income",1,"Sex","3.32538714739782","5.04172607557104"
"212","Colombia","COL","COL","2010","LATAM","Income",1,"Birth_Area","26.5554054258272","15.4378273860716"
"213","Cyprus","CYP","CY","2005","Europe","Income",0,"Birth_Area","8.70323357165151","9.94760094256129"
"214","Cyprus","CYP","CY","2005","Europe","Income",0,"Father_Edu","23.0576306032867","21.2418199722253"
"215","Cyprus","CYP","CY","2005","Europe","Income",0,"Father_Occ","22.1590767984895","20.0704039084832"
"216","Cyprus","CYP","CY","2005","Europe","Income",0,"Mother_Edu","22.5521940880883","20.8550316492916"
"217","Cyprus","CYP","CY","2005","Europe","Income",0,"Mother_Occ","20.2608818858554","21.7943747192734"
"218","Cyprus","CYP","CY","2005","Europe","Income",0,"Sex","3.26698305262851","6.09076880816527"
"219","Cyprus","CYP","CY","2011","Europe","Income",0,"Birth_Area","19.9601032259837","22.6517592363866"
"220","Cyprus","CYP","CY","2011","Europe","Income",0,"Father_Edu","18.5237586472507","16.3803638330354"
"221","Cyprus","CYP","CY","2011","Europe","Income",0,"Father_Occ","25.2992426701626","17.2392723339292"
"222","Cyprus","CYP","CY","2011","Europe","Income",0,"Mother_Edu","18.0014515277115","15.0715508792926"
"223","Cyprus","CYP","CY","2011","Europe","Income",0,"Mother_Occ","15.9702571739476","16.4076307695717"
"224","Cyprus","CYP","CY","2011","Europe","Income",0,"Sex","2.24518675494399","12.2494229477846"
"225","Cyprus","CYP","CY","2019","Europe","Income",1,"Birth_Area","13.2818049053215","15.5718273812285"
"226","Cyprus","CYP","CY","2019","Europe","Income",1,"Father_Edu","19.5336260820137","20.9264195167326"
"227","Cyprus","CYP","CY","2019","Europe","Income",1,"Father_Occ","23.1589425040008","19.196757452343"
"228","Cyprus","CYP","CY","2019","Europe","Income",1,"Mother_Edu","19.7555842302986","17.375092086656"
"229","Cyprus","CYP","CY","2019","Europe","Income",1,"Mother_Occ","22.5670541085743","20.7608135743974"
"230","Cyprus","CYP","CY","2019","Europe","Income",1,"Sex","1.70298816979114","6.16908998864237"
"231","Czech Rep.","CZE","CZ","2005","Europe","Income",0,"Birth_Area","1.54758531754265","2.5066301187178"
"232","Czech Rep.","CZE","CZ","2005","Europe","Income",0,"Father_Edu","17.2966283895468","19.05430748974"
"233","Czech Rep.","CZE","CZ","2005","Europe","Income",0,"Father_Occ","27.2588137746285","25.8027089827321"
"234","Czech Rep.","CZE","CZ","2005","Europe","Income",0,"Mother_Edu","12.3741367875065","12.4551335481901"
"235","Czech Rep.","CZE","CZ","2005","Europe","Income",0,"Mother_Occ","34.6718517229394","31.4733559375313"
"236","Czech Rep.","CZE","CZ","2005","Europe","Income",0,"Sex","6.85098400783616","8.70786392308885"
"237","Czech Rep.","CZE","CZ","2011","Europe","Income",0,"Birth_Area","0.634297961736801","0.923360281850852"
"238","Czech Rep.","CZE","CZ","2011","Europe","Income",0,"Father_Edu","19.7545113465062","19.9189023277405"
"239","Czech Rep.","CZE","CZ","2011","Europe","Income",0,"Father_Occ","22.9121378270202","21.3482288284672"
"240","Czech Rep.","CZE","CZ","2011","Europe","Income",0,"Mother_Edu","19.7719567966748","21.0996503066017"
"241","Czech Rep.","CZE","CZ","2011","Europe","Income",0,"Mother_Occ","32.8560444231138","29.1163076367645"
"242","Czech Rep.","CZE","CZ","2011","Europe","Income",0,"Sex","4.0710516449481","7.59355061857545"
"243","Czech Rep.","CZE","CZ","2019","Europe","Income",1,"Birth_Area","0.30037309072022","0.442115678413255"
"244","Czech Rep.","CZE","CZ","2019","Europe","Income",1,"Father_Edu","23.5317226968455","23.807055854651"
"245","Czech Rep.","CZE","CZ","2019","Europe","Income",1,"Father_Occ","21.3532115832688","20.4550398191806"
"246","Czech Rep.","CZE","CZ","2019","Europe","Income",1,"Mother_Edu","20.0717344576354","21.3079196388565"
"247","Czech Rep.","CZE","CZ","2019","Europe","Income",1,"Mother_Occ","27.0649382003776","24.5805980166827"
"248","Czech Rep.","CZE","CZ","2019","Europe","Income",1,"Sex","7.67801997115245","9.40727099221587"
"249","Germany","DEU","DE","2005","Europe","Income",0,"Birth_Area","5.84426804066502","6.69503302978921"
"250","Germany","DEU","DE","2005","Europe","Income",0,"Father_Edu","28.5120780981112","31.8496063248268"
"251","Germany","DEU","DE","2005","Europe","Income",0,"Father_Occ","23.7308393021463","18.7612108175284"
"252","Germany","DEU","DE","2005","Europe","Income",0,"Mother_Edu","18.551163939851","21.0561898153624"
"253","Germany","DEU","DE","2005","Europe","Income",0,"Mother_Occ","15.6974966404576","13.990861459585"
"254","Germany","DEU","DE","2005","Europe","Income",0,"Sex","7.66415397876881","7.64709855290814"
"255","Germany","DEU","DE","2011","Europe","Income",0,"Birth_Area","6.64121037078692","15.7436260047181"
"256","Germany","DEU","DE","2011","Europe","Income",0,"Father_Edu","18.9133862594009","18.3589078802391"
"257","Germany","DEU","DE","2011","Europe","Income",0,"Father_Occ","33.9833639050045","25.5674159068854"
"258","Germany","DEU","DE","2011","Europe","Income",0,"Mother_Edu","13.1270235347176","12.5569380051336"
"259","Germany","DEU","DE","2011","Europe","Income",0,"Mother_Occ","20.6302191557354","19.3478800180412"
