name,iso,y,c,Circumstances,latest,var,Region,Approach1,Value,Measure,Approach,Perspective
Argentina,ARG,2014,ARG,Ethnicity,1,Income,LATAM,MLD_trees_expost_rel,18.44871330192099,MLD,Relative,Ex-Post Tree
Argentina,ARG,2014,ARG,Father_Edu,1,Income,LATAM,Gini,0.3884,Gini,Absolute,NA
Argentina,ARG,2014,ARG,Father_Edu,1,Income,LATAM,Gini_trees_exante,0.161,Gini,Absolute,Ex-Ante Tree
Argentina,ARG,2014,ARG,Father_Edu,1,Income,LATAM,Gini_trees_exante_rel,41.45211122554068,Gini,Relative,Ex-Ante Tree
Argentina,ARG,2014,ARG,Father_Edu,1,Income,LATAM,Gini_rforest_exante,0.1552,Gini,Absolute,Ex-Ante Random Forest
Argentina,ARG,2014,ARG,Father_Edu,1,Income,LATAM,Gini_rforest_exante_rel,39.95880535530381,Gini,Relative,Ex-Ante Random Forest
Argentina,ARG,2014,ARG,Father_Edu,1,Income,LATAM,Gini_trees_expost,0.1684,Gini,Absolute,Ex-Post Tree
Argentina,ARG,2014,ARG,Father_Edu,1,Income,LATAM,Gini_trees_expost_rel,43.35736354273944,Gini,Relative,Ex-Post Tree
Argentina,ARG,2014,ARG,Father_Edu,1,Income,LATAM,MLD,0.2759,MLD,Absolute,NA
Argentina,ARG,2014,ARG,Father_Edu,1,Income,LATAM,MLD_trees_exante,0.0417,MLD,Absolute,Ex-Ante Tree
Argentina,ARG,2014,ARG,Father_Edu,1,Income,LATAM,MLD_trees_exante_rel,15.11417180137731,MLD,Relative,Ex-Ante Tree
Argentina,ARG,2014,ARG,Father_Edu,1,Income,LATAM,MLD_rforest_exante,0.0372,MLD,Absolute,Ex-Ante Random Forest
Argentina,ARG,2014,ARG,Father_Edu,1,Income,LATAM,MLD_rforest_exante_rel,13.48314606741573,MLD,Relative,Ex-Ante Random Forest
Argentina,ARG,2014,ARG,Father_Edu,1,Income,LATAM,MLD_trees_expost,0.0449,MLD,Absolute,Ex-Post Tree
Argentina,ARG,2014,ARG,Father_Edu,1,Income,LATAM,MLD_trees_expost_rel,16.27401232330555,MLD,Relative,Ex-Post Tree
Argentina,ARG,2014,ARG,Father_Occ,1,Income,LATAM,Gini,0.3884,Gini,Absolute,NA
Argentina,ARG,2014,ARG,Father_Occ,1,Income,LATAM,Gini_trees_exante,0.1641,Gini,Absolute,Ex-Ante Tree
Argentina,ARG,2014,ARG,Father_Occ,1,Income,LATAM,Gini_trees_exante_rel,42.25025746652935,Gini,Relative,Ex-Ante Tree
Argentina,ARG,2014,ARG,Father_Occ,1,Income,LATAM,Gini_rforest_exante,0.1591,Gini,Absolute,Ex-Ante Random Forest
Argentina,ARG,2014,ARG,Father_Occ,1,Income,LATAM,Gini_rforest_exante_rel,40.96292481977342,Gini,Relative,Ex-Ante Random Forest
Argentina,ARG,2014,ARG,Father_Occ,1,Income,LATAM,Gini_trees_expost,0.1722,Gini,Absolute,Ex-Post Tree
Argentina,ARG,2014,ARG,Father_Occ,1,Income,LATAM,Gini_trees_expost_rel,44.33573635427394,Gini,Relative,Ex-Post Tree
Argentina,ARG,2014,ARG,Father_Occ,1,Income,LATAM,MLD,0.2759,MLD,Absolute,NA
Argentina,ARG,2014,ARG,Father_Occ,1,Income,LATAM,MLD_trees_exante,0.0436,MLD,Absolute,Ex-Ante Tree
Argentina,ARG,2014,ARG,Father_Occ,1,Income,LATAM,MLD_trees_exante_rel,15.8028271112722,MLD,Relative,Ex-Ante Tree
Argentina,ARG,2014,ARG,Father_Occ,1,Income,LATAM,MLD_rforest_exante,0.0397,MLD,Absolute,Ex-Ante Random Forest
Argentina,ARG,2014,ARG,Father_Occ,1,Income,LATAM,MLD_rforest_exante_rel,14.38927147517216,MLD,Relative,Ex-Ante Random Forest
Argentina,ARG,2014,ARG,Father_Occ,1,Income,LATAM,MLD_trees_expost,0.0495,MLD,Absolute,Ex-Post Tree
Argentina,ARG,2014,ARG,Father_Occ,1,Income,LATAM,MLD_trees_expost_rel,17.94128307357738,MLD,Relative,Ex-Post Tree
Argentina,ARG,2014,ARG,Mother_Edu,1,Income,LATAM,Gini,0.3884,Gini,Absolute,NA
Argentina,ARG,2014,ARG,Mother_Edu,1,Income,LATAM,Gini_trees_exante,0.1655,Gini,Absolute,Ex-Ante Tree
Argentina,ARG,2014,ARG,Mother_Edu,1,Income,LATAM,Gini_trees_exante_rel,42.61071060762101,Gini,Relative,Ex-Ante Tree
Argentina,ARG,2014,ARG,Mother_Edu,1,Income,LATAM,Gini_rforest_exante,0.159,Gini,Absolute,Ex-Ante Random Forest
Argentina,ARG,2014,ARG,Mother_Edu,1,Income,LATAM,Gini_rforest_exante_rel,40.93717816683831,Gini,Relative,Ex-Ante Random Forest
Argentina,ARG,2014,ARG,Mother_Edu,1,Income,LATAM,Gini_trees_expost,0.1735,Gini,Absolute,Ex-Post Tree
Argentina,ARG,2014,ARG,Mother_Edu,1,Income,LATAM,Gini_trees_expost_rel,44.67044284243048,Gini,Relative,Ex-Post Tree
Argentina,ARG,2014,ARG,Mother_Edu,1,Income,LATAM,MLD,0.2759,MLD,Absolute,NA
Argentina,ARG,2014,ARG,Mother_Edu,1,Income,LATAM,MLD_trees_exante,0.043,MLD,Absolute,Ex-Ante Tree
Argentina,ARG,2014,ARG,Mother_Edu,1,Income,LATAM,MLD_trees_exante_rel,15.58535701341066,MLD,Relative,Ex-Ante Tree
Argentina,ARG,2014,ARG,Mother_Edu,1,Income,LATAM,MLD_rforest_exante,0.0391,MLD,Absolute,Ex-Ante Random Forest
Argentina,ARG,2014,ARG,Mother_Edu,1,Income,LATAM,MLD_rforest_exante_rel,14.17180137731062,MLD,Relative,Ex-Ante Random Forest
Argentina,ARG,2014,ARG,Mother_Edu,1,Income,LATAM,MLD_trees_expost,0.049,MLD,Absolute,Ex-Post Tree
Argentina,ARG,2014,ARG,Mother_Edu,1,Income,LATAM,MLD_trees_expost_rel,17.7600579920261,MLD,Relative,Ex-Post Tree
Argentina,ARG,2014,ARG,Sex,1,Income,LATAM,Gini,0.3884,Gini,Absolute,NA
Argentina,ARG,2014,ARG,Sex,1,Income,LATAM,Gini_trees_exante,0.1682,Gini,Absolute,Ex-Ante Tree
Argentina,ARG,2014,ARG,Sex,1,Income,LATAM,Gini_trees_exante_rel,43.3058702368692,Gini,Relative,Ex-Ante Tree
Argentina,ARG,2014,ARG,Sex,1,Income,LATAM,Gini_rforest_exante,0.1724,Gini,Absolute,Ex-Ante Random Forest
Argentina,ARG,2014,ARG,Sex,1,Income,LATAM,Gini_rforest_exante_rel,44.38722966014417,Gini,Relative,Ex-Ante Random Forest
Argentina,ARG,2014,ARG,Sex,1,Income,LATAM,Gini_trees_expost,0.1776,Gini,Absolute,Ex-Post Tree
Argentina,ARG,2014,ARG,Sex,1,Income,LATAM,Gini_trees_expost_rel,45.72605561277034,Gini,Relative,Ex-Post Tree
Argentina,ARG,2014,ARG,Sex,1,Income,LATAM,MLD,0.2759,MLD,Absolute,NA
Argentina,ARG,2014,ARG,Sex,1,Income,LATAM,MLD_trees_exante,0.0445,MLD,Absolute,Ex-Ante Tree
Argentina,ARG,2014,ARG,Sex,1,Income,LATAM,MLD_trees_exante_rel,16.12903225806452,MLD,Relative,Ex-Ante Tree
Argentina,ARG,2014,ARG,Sex,1,Income,LATAM,MLD_rforest_exante,0.0465,MLD,Absolute,Ex-Ante Random Forest
Argentina,ARG,2014,ARG,Sex,1,Income,LATAM,MLD_rforest_exante_rel,16.85393258426966,MLD,Relative,Ex-Ante Random Forest
Argentina,ARG,2014,ARG,Sex,1,Income,LATAM,MLD_trees_expost,0.0509,MLD,Absolute,Ex-Post Tree
Argentina,ARG,2014,ARG,Sex,1,Income,LATAM,MLD_trees_expost_rel,18.44871330192099,MLD,Relative,Ex-Post Tree
Armenia,ARM,2016,ARM,all,1,Income,Asia + Oceania,Gini,0.4695,Gini,Absolute,NA
Armenia,ARM,2016,ARM,all,1,Income,Asia + Oceania,Gini_trees_exante,0.1783,Gini,Absolute,Ex-Ante Tree
Armenia,ARM,2016,ARM,all,1,Income,Asia + Oceania,Gini_trees_exante_rel,37.9765708200213,Gini,Relative,Ex-Ante Tree
Armenia,ARM,2016,ARM,all,1,Income,Asia + Oceania,Gini_rforest_exante,0.2121,Gini,Absolute,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,all,1,Income,Asia + Oceania,Gini_rforest_exante_rel,45.17571884984026,Gini,Relative,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,all,1,Income,Asia + Oceania,Gini_trees_expost,0.2343,Gini,Absolute,Ex-Post Tree
Armenia,ARM,2016,ARM,all,1,Income,Asia + Oceania,Gini_trees_expost_rel,49.90415335463259,Gini,Relative,Ex-Post Tree
Armenia,ARM,2016,ARM,all,1,Income,Asia + Oceania,MLD,0.4059,MLD,Absolute,NA
Armenia,ARM,2016,ARM,all,1,Income,Asia + Oceania,MLD_trees_exante,0.0593,MLD,Absolute,Ex-Ante Tree
Armenia,ARM,2016,ARM,all,1,Income,Asia + Oceania,MLD_trees_exante_rel,14.60950973146095,MLD,Relative,Ex-Ante Tree
Armenia,ARM,2016,ARM,all,1,Income,Asia + Oceania,MLD_rforest_exante,0.0813,MLD,Absolute,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,all,1,Income,Asia + Oceania,MLD_rforest_exante_rel,20.02956393200295,MLD,Relative,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,all,1,Income,Asia + Oceania,MLD_trees_expost,0.3464,MLD,Absolute,Ex-Post Tree
Armenia,ARM,2016,ARM,all,1,Income,Asia + Oceania,MLD_trees_expost_rel,85.34121704853413,MLD,Relative,Ex-Post Tree
Armenia,ARM,2016,ARM,Birth_Area,1,Income,Asia + Oceania,Gini,0.4695,Gini,Absolute,NA
Armenia,ARM,2016,ARM,Birth_Area,1,Income,Asia + Oceania,Gini_trees_exante,0.1457,Gini,Absolute,Ex-Ante Tree
Armenia,ARM,2016,ARM,Birth_Area,1,Income,Asia + Oceania,Gini_trees_exante_rel,31.03301384451544,Gini,Relative,Ex-Ante Tree
Armenia,ARM,2016,ARM,Birth_Area,1,Income,Asia + Oceania,Gini_rforest_exante,0.1943,Gini,Absolute,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Birth_Area,1,Income,Asia + Oceania,Gini_rforest_exante_rel,41.38445154419595,Gini,Relative,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Birth_Area,1,Income,Asia + Oceania,Gini_trees_expost,0.2492,Gini,Absolute,Ex-Post Tree
Armenia,ARM,2016,ARM,Birth_Area,1,Income,Asia + Oceania,Gini_trees_expost_rel,53.07774227902024,Gini,Relative,Ex-Post Tree
Armenia,ARM,2016,ARM,Birth_Area,1,Income,Asia + Oceania,MLD,0.4059,MLD,Absolute,NA
Armenia,ARM,2016,ARM,Birth_Area,1,Income,Asia + Oceania,MLD_trees_exante,0.0515,MLD,Absolute,Ex-Ante Tree
Armenia,ARM,2016,ARM,Birth_Area,1,Income,Asia + Oceania,MLD_trees_exante_rel,12.68785415126878,MLD,Relative,Ex-Ante Tree
Armenia,ARM,2016,ARM,Birth_Area,1,Income,Asia + Oceania,MLD_rforest_exante,0.0729,MLD,Absolute,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Birth_Area,1,Income,Asia + Oceania,MLD_rforest_exante_rel,17.96008869179601,MLD,Relative,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Birth_Area,1,Income,Asia + Oceania,MLD_trees_expost,0.2882,MLD,Absolute,Ex-Post Tree
Armenia,ARM,2016,ARM,Birth_Area,1,Income,Asia + Oceania,MLD_trees_expost_rel,71.00271002710028,MLD,Relative,Ex-Post Tree
Armenia,ARM,2016,ARM,Ethnicity,1,Income,Asia + Oceania,Gini,0.4695,Gini,Absolute,NA
Armenia,ARM,2016,ARM,Ethnicity,1,Income,Asia + Oceania,Gini_trees_exante,0.1783,Gini,Absolute,Ex-Ante Tree
Armenia,ARM,2016,ARM,Ethnicity,1,Income,Asia + Oceania,Gini_trees_exante_rel,37.9765708200213,Gini,Relative,Ex-Ante Tree
Armenia,ARM,2016,ARM,Ethnicity,1,Income,Asia + Oceania,Gini_rforest_exante,0.2158,Gini,Absolute,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Ethnicity,1,Income,Asia + Oceania,Gini_rforest_exante_rel,45.96379126730564,Gini,Relative,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Ethnicity,1,Income,Asia + Oceania,Gini_trees_expost,0.2343,Gini,Absolute,Ex-Post Tree
Armenia,ARM,2016,ARM,Ethnicity,1,Income,Asia + Oceania,Gini_trees_expost_rel,49.90415335463259,Gini,Relative,Ex-Post Tree
Armenia,ARM,2016,ARM,Ethnicity,1,Income,Asia + Oceania,MLD,0.4059,MLD,Absolute,NA
Armenia,ARM,2016,ARM,Ethnicity,1,Income,Asia + Oceania,MLD_trees_exante,0.0593,MLD,Absolute,Ex-Ante Tree
Armenia,ARM,2016,ARM,Ethnicity,1,Income,Asia + Oceania,MLD_trees_exante_rel,14.60950973146095,MLD,Relative,Ex-Ante Tree
Armenia,ARM,2016,ARM,Ethnicity,1,Income,Asia + Oceania,MLD_rforest_exante,0.0848,MLD,Absolute,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Ethnicity,1,Income,Asia + Oceania,MLD_rforest_exante_rel,20.89184528208919,MLD,Relative,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Ethnicity,1,Income,Asia + Oceania,MLD_trees_expost,0.3464,MLD,Absolute,Ex-Post Tree
Armenia,ARM,2016,ARM,Ethnicity,1,Income,Asia + Oceania,MLD_trees_expost_rel,85.34121704853413,MLD,Relative,Ex-Post Tree
Armenia,ARM,2016,ARM,Father_Edu,1,Income,Asia + Oceania,Gini,0.4695,Gini,Absolute,NA
Armenia,ARM,2016,ARM,Father_Edu,1,Income,Asia + Oceania,Gini_trees_exante,0.1606,Gini,Absolute,Ex-Ante Tree
Armenia,ARM,2016,ARM,Father_Edu,1,Income,Asia + Oceania,Gini_trees_exante_rel,34.20660276890309,Gini,Relative,Ex-Ante Tree
Armenia,ARM,2016,ARM,Father_Edu,1,Income,Asia + Oceania,Gini_rforest_exante,0.1808,Gini,Absolute,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Father_Edu,1,Income,Asia + Oceania,Gini_rforest_exante_rel,38.50905218317359,Gini,Relative,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Father_Edu,1,Income,Asia + Oceania,Gini_trees_expost,0.22,Gini,Absolute,Ex-Post Tree
Armenia,ARM,2016,ARM,Father_Edu,1,Income,Asia + Oceania,Gini_trees_expost_rel,46.8583599574015,Gini,Relative,Ex-Post Tree
Armenia,ARM,2016,ARM,Father_Edu,1,Income,Asia + Oceania,MLD,0.4059,MLD,Absolute,NA
Armenia,ARM,2016,ARM,Father_Edu,1,Income,Asia + Oceania,MLD_trees_exante,0.0531,MLD,Absolute,Ex-Ante Tree
Armenia,ARM,2016,ARM,Father_Edu,1,Income,Asia + Oceania,MLD_trees_exante_rel,13.08203991130821,MLD,Relative,Ex-Ante Tree
Armenia,ARM,2016,ARM,Father_Edu,1,Income,Asia + Oceania,MLD_rforest_exante,0.0615,MLD,Absolute,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Father_Edu,1,Income,Asia + Oceania,MLD_rforest_exante_rel,15.15151515151515,MLD,Relative,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Father_Edu,1,Income,Asia + Oceania,MLD_trees_expost,0.3195,MLD,Absolute,Ex-Post Tree
Armenia,ARM,2016,ARM,Father_Edu,1,Income,Asia + Oceania,MLD_trees_expost_rel,78.7139689578714,MLD,Relative,Ex-Post Tree
Armenia,ARM,2016,ARM,Father_Occ,1,Income,Asia + Oceania,Gini,0.4695,Gini,Absolute,NA
Armenia,ARM,2016,ARM,Father_Occ,1,Income,Asia + Oceania,Gini_trees_exante,0.1783,Gini,Absolute,Ex-Ante Tree
Armenia,ARM,2016,ARM,Father_Occ,1,Income,Asia + Oceania,Gini_trees_exante_rel,37.9765708200213,Gini,Relative,Ex-Ante Tree
Armenia,ARM,2016,ARM,Father_Occ,1,Income,Asia + Oceania,Gini_rforest_exante,0.1937,Gini,Absolute,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Father_Occ,1,Income,Asia + Oceania,Gini_rforest_exante_rel,41.25665601703941,Gini,Relative,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Father_Occ,1,Income,Asia + Oceania,Gini_trees_expost,0.2343,Gini,Absolute,Ex-Post Tree
Armenia,ARM,2016,ARM,Father_Occ,1,Income,Asia + Oceania,Gini_trees_expost_rel,49.90415335463259,Gini,Relative,Ex-Post Tree
Armenia,ARM,2016,ARM,Father_Occ,1,Income,Asia + Oceania,MLD,0.4059,MLD,Absolute,NA
Armenia,ARM,2016,ARM,Father_Occ,1,Income,Asia + Oceania,MLD_trees_exante,0.0593,MLD,Absolute,Ex-Ante Tree
Armenia,ARM,2016,ARM,Father_Occ,1,Income,Asia + Oceania,MLD_trees_exante_rel,14.60950973146095,MLD,Relative,Ex-Ante Tree
Armenia,ARM,2016,ARM,Father_Occ,1,Income,Asia + Oceania,MLD_rforest_exante,0.0717,MLD,Absolute,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Father_Occ,1,Income,Asia + Oceania,MLD_rforest_exante_rel,17.66444937176644,MLD,Relative,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Father_Occ,1,Income,Asia + Oceania,MLD_trees_expost,0.3464,MLD,Absolute,Ex-Post Tree
Armenia,ARM,2016,ARM,Father_Occ,1,Income,Asia + Oceania,MLD_trees_expost_rel,85.34121704853413,MLD,Relative,Ex-Post Tree
Armenia,ARM,2016,ARM,Mother_Edu,1,Income,Asia + Oceania,Gini,0.4695,Gini,Absolute,NA
Armenia,ARM,2016,ARM,Mother_Edu,1,Income,Asia + Oceania,Gini_trees_exante,0.1733,Gini,Absolute,Ex-Ante Tree
Armenia,ARM,2016,ARM,Mother_Edu,1,Income,Asia + Oceania,Gini_trees_exante_rel,36.91160809371672,Gini,Relative,Ex-Ante Tree
Armenia,ARM,2016,ARM,Mother_Edu,1,Income,Asia + Oceania,Gini_rforest_exante,0.1848,Gini,Absolute,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Mother_Edu,1,Income,Asia + Oceania,Gini_rforest_exante_rel,39.36102236421726,Gini,Relative,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Mother_Edu,1,Income,Asia + Oceania,Gini_trees_expost,0.2494,Gini,Absolute,Ex-Post Tree
Armenia,ARM,2016,ARM,Mother_Edu,1,Income,Asia + Oceania,Gini_trees_expost_rel,53.12034078807243,Gini,Relative,Ex-Post Tree
Armenia,ARM,2016,ARM,Mother_Edu,1,Income,Asia + Oceania,MLD,0.4059,MLD,Absolute,NA
Armenia,ARM,2016,ARM,Mother_Edu,1,Income,Asia + Oceania,MLD_trees_exante,0.0551,MLD,Absolute,Ex-Ante Tree
Armenia,ARM,2016,ARM,Mother_Edu,1,Income,Asia + Oceania,MLD_trees_exante_rel,13.57477211135748,MLD,Relative,Ex-Ante Tree
Armenia,ARM,2016,ARM,Mother_Edu,1,Income,Asia + Oceania,MLD_rforest_exante,0.0642,MLD,Absolute,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Mother_Edu,1,Income,Asia + Oceania,MLD_rforest_exante_rel,15.81670362158167,MLD,Relative,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Mother_Edu,1,Income,Asia + Oceania,MLD_trees_expost,0.34,MLD,Absolute,Ex-Post Tree
Armenia,ARM,2016,ARM,Mother_Edu,1,Income,Asia + Oceania,MLD_trees_expost_rel,83.76447400837645,MLD,Relative,Ex-Post Tree
Armenia,ARM,2016,ARM,Mother_Occ,1,Income,Asia + Oceania,Gini,0.4695,Gini,Absolute,NA
Armenia,ARM,2016,ARM,Mother_Occ,1,Income,Asia + Oceania,Gini_trees_exante,0.1783,Gini,Absolute,Ex-Ante Tree
Armenia,ARM,2016,ARM,Mother_Occ,1,Income,Asia + Oceania,Gini_trees_exante_rel,37.9765708200213,Gini,Relative,Ex-Ante Tree
Armenia,ARM,2016,ARM,Mother_Occ,1,Income,Asia + Oceania,Gini_rforest_exante,0.2086,Gini,Absolute,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Mother_Occ,1,Income,Asia + Oceania,Gini_rforest_exante_rel,44.43024494142705,Gini,Relative,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Mother_Occ,1,Income,Asia + Oceania,Gini_trees_expost,0.2343,Gini,Absolute,Ex-Post Tree
Armenia,ARM,2016,ARM,Mother_Occ,1,Income,Asia + Oceania,Gini_trees_expost_rel,49.90415335463259,Gini,Relative,Ex-Post Tree
Armenia,ARM,2016,ARM,Mother_Occ,1,Income,Asia + Oceania,MLD,0.4059,MLD,Absolute,NA
Armenia,ARM,2016,ARM,Mother_Occ,1,Income,Asia + Oceania,MLD_trees_exante,0.0593,MLD,Absolute,Ex-Ante Tree
Armenia,ARM,2016,ARM,Mother_Occ,1,Income,Asia + Oceania,MLD_trees_exante_rel,14.60950973146095,MLD,Relative,Ex-Ante Tree
Armenia,ARM,2016,ARM,Mother_Occ,1,Income,Asia + Oceania,MLD_rforest_exante,0.0846,MLD,Absolute,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Mother_Occ,1,Income,Asia + Oceania,MLD_rforest_exante_rel,20.84257206208425,MLD,Relative,Ex-Ante Random Forest
Armenia,ARM,2016,ARM,Mother_Occ,1,Income,Asia + Oceania,MLD_trees_expost,0.3464,MLD,Absolute,Ex-Post Tree
Armenia,ARM,2016,ARM,Mother_Occ,1,Income,Asia + Oceania,MLD_trees_expost_rel,85.34121704853413,MLD,Relative,Ex-Post Tree
Armenia,ARM,2016,ARM,Sex,1,Income,Asia + Oceania,Gini,0.4695,Gini,Absolute,NA
Armenia,ARM,2016,ARM,Sex,1,Income,Asia + Oceania,Gini_trees_exante,0.1783,Gini,Absolute,Ex-Ante Tree
Armenia,ARM,2016,ARM,Sex,1,Income,Asia + Oceania,Gini_trees_exante_rel,37.9765708200213,Gini,Relative,Ex-Ante Tree
